point_id,latitude,longitude,elevation_m,elevation_smoothed_m,distance_from_start_m,segment_length_m,elevation_delta_m,slope_pct,slope_deg,slope_smoothed_pct,bearing_deg
9646,46.44555508,134.28392908,78.0,77.865,482300,50,0.047,0.09455,0.05417,0.20394,79.197
9647,46.44563697,134.28457075,78.0,77.843,482350,50,0.0,0.0,0.0,-0.04314,79.507
9648,46.44572019,134.28521206,77.767,77.698,482400,50,-0.233,-0.46574,-0.26684,-0.29022,79.334
9649,46.44580389,134.28585324,77.497,77.516,482450,50,-0.27,-0.53995,-0.30936,-0.36554,79.273
9650,46.44588758,134.28649443,77.227,77.441,482500,50,-0.27,-0.53995,-0.30936,-0.1481,79.273
9651,46.44597316,134.28713506,77.086,77.492,482550,50,-0.141,-0.28207,-0.16161,0.10116,79.027
9652,46.44606884,134.28777271,77.63,77.702,482600,50,0.544,1.08721,0.6229,0.41935,77.715
9653,46.44616435,134.2884104,78.02,78.056,482650,50,0.39,0.78056,0.44722,0.70913,77.737
9654,46.4462521,134.28905045,78.546,78.439,482700,50,0.525,1.05098,0.60214,0.76554,78.745
9655,46.44633893,134.28969075,79.0,78.713,482750,50,0.454,0.90895,0.52078,0.5481,78.867
9656,46.44641979,134.29033271,79.0,78.909,482800,50,0.0,0.0,0.0,0.39199,79.64
9657,46.44650454,134.29097356,79.0,78.823,482850,50,0.0,0.0,0.0,-0.17303,79.135
9658,46.44659765,134.29161201,79.0,78.427,482900,50,0.0,0.0,0.0,-0.79092,78.05
9659,46.44668508,134.29225214,78.113,78.223,482950,50,-0.887,-1.7741,-1.01638,-0.40855,78.788
9660,46.44677121,134.29289266,77.023,77.917,483000,50,-1.09,-2.18048,-1.24913,-0.61191,78.957
9661,46.44685461,134.29353394,77.979,77.532,483050,50,0.956,1.91183,1.09527,-0.7699,79.31
9662,46.44694053,134.29417451,77.47,77.509,483100,50,-0.508,-1.01679,-0.58256,-0.04518,78.984
9663,46.4470279,134.29481463,77.075,77.698,483150,50,-0.395,-0.78995,-0.4526,0.37637,78.795
9664,46.44713317,134.2954491,78.0,77.325,483200,50,0.925,1.8495,1.05956,-0.74533,76.461
9665,46.44723989,134.29608292,77.964,76.953,483250,50,-0.036,-0.07272,-0.04167,-0.74467,76.268
9666,46.44742384,134.29667773,76.115,76.537,483300,50,-1.848,-3.6967,-2.11709,-0.8301,65.827
9667,46.44765568,134.29723573,75.609,75.832,483350,50,-0.507,-1.01347,-0.58066,-1.41096,58.909
9668,46.44792881,134.29775368,75.0,74.839,483400,50,-0.609,-1.2171,-0.69731,-1.98546,52.572
9669,46.44824492,134.29821553,74.473,74.268,483450,50,-0.527,-1.05478,-0.60432,-1.14282,45.19
9670,46.44859819,134.29861884,73.0,73.909,483500,50,-1.473,-2.94522,-1.687,-0.71682,38.188
9671,46.4489872,134.2989455,73.258,73.709,483550,50,0.258,0.51647,0.29592,-0.4,30.052
9672,46.44940113,134.2991986,73.817,73.236,483600,50,0.558,1.11654,0.6397,-0.94629,22.845
9673,46.44981553,134.29945018,74.0,73.063,483650,50,0.183,0.36699,0.21027,-0.34616,22.698
9674,46.45025293,134.29959402,72.107,72.812,483700,50,-1.893,-3.78621,-2.1683,-0.50329,12.766
9675,46.45070105,134.29963255,72.135,72.226,483750,50,0.028,0.0554,0.03174,-1.17204,3.39
9676,46.4511507,134.29963671,72.0,71.231,483800,50,-0.135,-0.26919,-0.15423,-1.98957,0.365
9677,46.45160034,134.29964248,70.886,70.661,483850,50,-1.114,-2.22717,-1.27586,-1.14032,0.507
9678,46.45204998,134.29964344,69.026,70.131,483900,50,-1.86,-3.72066,-2.1308,-1.05939,0.083
9679,46.45249954,134.29962964,69.256,69.674,483950,50,0.23,0.46003,0.26357,-0.91355,358.788
9680,46.4529491,134.29961583,69.486,69.486,484000,50,0.23,0.46003,0.26357,-0.37611,358.788
9681,46.45339866,134.29960203,69.716,69.716,484050,50,0.23,0.46003,0.26357,0.46003,358.788
9682,46.45384822,134.29958823,69.946,69.946,484100,50,0.23,0.46003,0.26357,0.46003,358.788
9683,46.45429778,134.29957443,70.176,70.176,484150,50,0.23,0.46003,0.26357,0.46003,358.788
9684,46.45474734,134.29956063,70.406,70.406,484200,50,0.23,0.46003,0.26357,0.46003,358.788
9685,46.4551969,134.29954683,70.636,70.609,484250,50,0.23,0.46003,0.26357,0.40648,358.788
9686,46.45564646,134.29953303,70.866,70.749,484300,50,0.23,0.46003,0.26357,0.27844,358.788
9687,46.45609604,134.29952135,70.962,70.824,484350,50,0.096,0.19227,0.11017,0.1504,358.974
9688,46.45654566,134.29951261,70.872,70.835,484400,50,-0.09,-0.18017,-0.10323,0.02236,359.233
9689,46.45699528,134.29950387,70.782,70.782,484450,50,-0.09,-0.18017,-0.10323,-0.10568,359.233
9690,46.4574449,134.29949513,70.692,70.692,484500,50,-0.09,-0.18017,-0.10323,-0.18017,359.233
9691,46.45789452,134.29948639,70.602,70.602,484550,50,-0.09,-0.18017,-0.10323,-0.18017,359.233
9692,46.45834414,134.29947766,70.512,70.512,484600,50,-0.09,-0.18017,-0.10323,-0.18017,359.233
9693,46.45879376,134.29946892,70.422,70.422,484650,50,-0.09,-0.18017,-0.10323,-0.18017,359.233
9694,46.45924338,134.29946018,70.332,70.332,484700,50,-0.09,-0.18017,-0.10323,-0.18017,359.233
9695,46.459693,134.29945144,70.242,70.242,484750,50,-0.09,-0.18017,-0.10323,-0.18017,359.233
9696,46.46014262,134.2994427,70.152,70.183,484800,50,-0.09,-0.18017,-0.10323,-0.11815,359.233
9697,46.46059224,134.29943396,70.061,70.221,484850,50,-0.09,-0.18017,-0.10323,0.07704,359.233
9698,46.46104186,134.29942522,70.126,70.357,484900,50,0.065,0.12993,0.07445,0.27223,359.233
9699,46.46149148,134.29941647,70.524,70.527,484950,50,0.398,0.79579,0.45594,0.33938,359.232
9700,46.4619411,134.29940771,70.922,70.711,485000,50,0.398,0.79579,0.45594,0.36853,359.232
9701,46.46239072,134.2993986,71.0,70.733,485050,50,0.078,0.15557,0.08913,0.04328,359.2
9702,46.46284034,134.29939012,70.983,70.628,485100,50,-0.017,-0.03441,-0.01971,-0.20973,359.256
9703,46.46328999,134.29939536,70.235,70.72,485150,50,-0.748,-1.49633,-0.85727,0.18339,0.46
9704,46.46373897,134.29942653,70.0,71.32,485200,50,-0.235,-0.46927,-0.26887,1.2,2.738
9705,46.46418188,134.29953185,71.381,71.987,485250,50,1.381,2.76136,1.58174,1.33523,9.302
9706,46.46461083,134.29972204,74.0,73.26,485300,50,2.619,5.23864,2.99878,2.54548,16.983
9707,46.46501412,134.30000381,74.321,74.474,485350,50,0.321,0.64172,0.36768,2.42766,25.699
9708,46.46539825,134.30034315,76.598,75.185,485400,50,2.277,4.55497,2.608,1.42331,31.32
9709,46.46578249,134.30068225,76.069,75.147,485450,50,-0.529,-1.05842,-0.60641,-0.07649,31.294
9710,46.46616676,134.3010213,74.939,74.819,485500,50,-1.13,-2.26036,-1.29487,-0.6569,31.289
9711,46.46655102,134.30136035,73.809,74.015,485550,50,-1.13,-2.26036,-1.29487,-1.60668,31.289
9712,46.46693528,134.30169941,72.679,73.602,485600,50,-1.13,-2.26036,-1.29487,-0.82766,31.289
9713,46.4673277,134.30201671,72.582,73.414,485650,50,-0.097,-0.19391,-0.1111,-0.37558,29.114
9714,46.46773319,134.30229806,74.0,73.252,485700,50,1.418,2.83671,1.62488,-0.32351,25.543
9715,46.46816944,134.30245634,74.0,73.33,485750,50,0.0,0.0,0.0,0.1559,14.031
9716,46.46861373,134.30253645,73.0,73.456,485800,50,-1.0,-2.0,-1.14576,0.25149,7.079
9717,46.4690628,134.30251697,73.068,73.326,485850,50,0.068,0.13669,0.07832,-0.25904,358.289
9718,46.46951125,134.30246911,73.21,73.225,485900,50,0.142,0.28405,0.16275,-0.20223,355.796
9719,46.4699597,134.30242125,73.352,73.352,485950,50,0.142,0.28405,0.16275,0.25458,355.796
9720,46.47040815,134.30237339,73.494,73.494,486000,50,0.142,0.28405,0.16275,0.28405,355.796
9721,46.4708566,134.30232553,73.636,73.636,486050,50,0.142,0.28405,0.16275,0.28405,355.796
9722,46.47130505,134.30227767,73.778,73.778,486100,50,0.142,0.28405,0.16275,0.28405,355.796
9723,46.4717535,134.30222981,73.921,73.921,486150,50,0.142,0.28405,0.16275,0.28405,355.796
9724,46.47220195,134.30218195,74.063,74.063,486200,50,0.142,0.28405,0.16275,0.28405,355.796
9725,46.4726504,134.30213408,74.205,74.205,486250,50,0.142,0.28405,0.16275,0.28405,355.796
9726,46.47309885,134.30208622,74.347,74.347,486300,50,0.142,0.28405,0.16275,0.28405,355.796
9727,46.4735473,134.30203835,74.489,74.489,486350,50,0.142,0.28405,0.16275,0.28405,355.796
9728,46.47399575,134.30199049,74.631,74.631,486400,50,0.142,0.28405,0.16275,0.28405,355.796
9729,46.4744442,134.30194262,74.773,74.814,486450,50,0.142,0.28405,0.16275,0.36653,355.796
9730,46.47489265,134.30189475,74.915,75.1,486500,50,0.142,0.28405,0.16275,0.57303,355.796
9731,46.4753411,134.30184691,75.263,75.49,486550,50,0.348,0.69642,0.39901,0.77953,355.798
9732,46.47578956,134.3017991,75.921,75.983,486600,50,0.658,1.31656,0.75429,0.98603,355.802
9733,46.47623801,134.3017513,76.579,76.579,486650,50,0.658,1.31656,0.75429,1.19253,355.801
9734,46.47668646,134.3017035,77.238,77.238,486700,50,0.658,1.31656,0.75429,1.31656,355.801
9735,46.47713492,134.30165569,77.896,77.896,486750,50,0.658,1.31656,0.75429,1.31656,355.801
9736,46.47758337,134.30160788,78.554,78.554,486800,50,0.658,1.31656,0.75429,1.31656,355.801
9737,46.47803182,134.30156008,79.213,79.213,486850,50,0.658,1.31656,0.75429,1.31656,355.801
9738,46.47848028,134.30151227,79.871,79.871,486900,50,0.658,1.31656,0.75429,1.31656,355.801
9739,46.47892873,134.30146446,80.529,80.529,486950,50,0.658,1.31656,0.75429,1.31656,355.801
9740,46.47937718,134.30141665,81.187,81.187,487000,50,0.658,1.31656,0.75429,1.31656,355.801
9741,46.47982564,134.30136884,81.846,81.906,487050,50,0.658,1.31656,0.75429,1.43716,355.801
9742,46.48027409,134.30132103,82.504,82.869,487100,50,0.658,1.31656,0.75429,1.92638,355.801
9743,46.48072258,134.30127403,83.464,84.077,487150,50,0.96,1.91953,1.09968,2.4156,355.873
9744,46.4811712,134.30122953,85.345,85.529,487200,50,1.881,3.76268,2.15484,2.90483,356.092
9745,46.48161981,134.30118502,87.226,87.226,487250,50,1.881,3.76268,2.15484,3.39405,356.092
9746,46.48206843,134.30114052,89.108,89.108,487300,50,1.881,3.76268,2.15484,3.76268,356.092
9747,46.48251704,134.30109601,90.989,90.989,487350,50,1.881,3.76268,2.15484,3.76268,356.092
9748,46.48296566,134.30105151,92.87,92.87,487400,50,1.881,3.76268,2.15484,3.76268,356.092
9749,46.48341427,134.301007,94.752,94.752,487450,50,1.881,3.76268,2.15484,3.76268,356.092
9750,46.48386289,134.3009625,96.633,96.633,487500,50,1.881,3.76268,2.15484,3.76268,356.092
9751,46.4843115,134.30091799,98.514,98.514,487550,50,1.881,3.76268,2.15484,3.76268,356.092
9752,46.48476012,134.30087348,100.396,100.396,487600,50,1.881,3.76268,2.15484,3.76268,356.092
9753,46.48520873,134.30082897,102.277,102.277,487650,50,1.881,3.76268,2.15484,3.76268,356.092
9754,46.48565735,134.30078446,104.159,104.159,487700,50,1.881,3.76268,2.15484,3.76268,356.092
9755,46.48610596,134.30073995,106.04,106.04,487750,50,1.881,3.76268,2.15484,3.76268,356.092
9756,46.48655457,134.30069544,107.921,107.921,487800,50,1.881,3.76268,2.15484,3.76268,356.092
9757,46.48700319,134.30065092,109.803,109.803,487850,50,1.881,3.76268,2.15484,3.76268,356.092
9758,46.4874518,134.30060641,111.684,111.684,487900,50,1.881,3.76268,2.15484,3.76268,356.092
9759,46.48790042,134.3005619,113.565,113.565,487950,50,1.881,3.76268,2.15484,3.76268,356.092
9760,46.48834903,134.30051738,115.447,115.447,488000,50,1.881,3.76268,2.15484,3.76268,356.092
9761,46.48879765,134.30047287,117.328,117.328,488050,50,1.881,3.76268,2.15484,3.76268,356.092
9762,46.48924626,134.30042835,119.209,119.209,488100,50,1.881,3.76268,2.15484,3.76268,356.092
9763,46.48969488,134.30038383,121.091,121.091,488150,50,1.881,3.76268,2.15484,3.76268,356.092
9764,46.49014349,134.30033932,122.972,122.972,488200,50,1.881,3.76268,2.15484,3.76268,356.092
9765,46.4905921,134.3002948,124.853,124.727,488250,50,1.881,3.76268,2.15484,3.50933,356.092
9766,46.49104072,134.30025028,126.735,126.241,488300,50,1.881,3.76268,2.15484,3.02943,356.092
9767,46.49148721,134.30017391,127.983,127.421,488350,50,1.248,2.49591,1.42976,2.35874,353.284
9768,46.49192909,134.30005738,128.664,128.195,488400,50,0.682,1.36318,0.78099,1.54767,349.71
9769,46.49236511,134.29989963,128.869,128.75,488450,50,0.205,0.40926,0.23449,1.11118,346.013
9770,46.49279241,134.29969622,128.722,129.248,488500,50,-0.146,-0.29267,-0.16769,0.99596,341.855
9771,46.49321107,134.29945842,129.513,129.802,488550,50,0.79,1.58021,0.90532,1.10729,338.643
9772,46.49362817,134.29921439,130.472,130.506,488600,50,0.96,1.91982,1.09984,1.4094,338.061
9773,46.49404526,134.29897035,131.432,131.432,488650,50,0.96,1.91982,1.09984,1.8519,338.06
9774,46.49446236,134.2987263,132.392,132.392,488700,50,0.96,1.91982,1.09984,1.91982,338.06
9775,46.49487945,134.29848225,133.352,133.352,488750,50,0.96,1.91982,1.09984,1.91982,338.06
9776,46.49529655,134.2982382,134.312,134.312,488800,50,0.96,1.91982,1.09984,1.91982,338.06
9777,46.49571364,134.29799414,135.272,135.272,488850,50,0.96,1.91982,1.09984,1.91982,338.06
9778,46.49613073,134.29775008,136.232,136.232,488900,50,0.96,1.91982,1.09984,1.91982,338.06
9779,46.49654782,134.29750602,137.192,137.192,488950,50,0.96,1.91982,1.09984,1.91982,338.059
9780,46.49696491,134.29726195,138.152,138.125,489000,50,0.96,1.91982,1.09984,1.86566,338.059
9781,46.497382,134.29701788,139.112,138.694,489050,50,0.96,1.91982,1.09984,1.13924,338.059
9782,46.49779924,134.29677433,139.936,138.901,489100,50,0.825,1.64904,0.94474,0.41282,338.109
9783,46.49821826,134.29653732,139.08,138.744,489150,50,-0.856,-1.71229,-0.98097,-0.3136,338.726
9784,46.49863727,134.29630031,138.224,138.224,489200,50,-0.856,-1.71229,-0.98097,-1.04002,338.726
9785,46.49905629,134.2960633,137.368,137.368,489250,50,-0.856,-1.71229,-0.98097,-1.71229,338.726
9786,46.49947531,134.29582628,136.512,136.512,489300,50,-0.856,-1.71229,-0.98097,-1.71229,338.725
9787,46.49989433,134.29558926,135.655,135.655,489350,50,-0.856,-1.71229,-0.98097,-1.71229,338.725
9788,46.50031334,134.29535224,134.799,134.799,489400,50,-0.856,-1.71229,-0.98097,-1.71229,338.725
9789,46.50073236,134.29511521,133.943,133.943,489450,50,-0.856,-1.71229,-0.98097,-1.71229,338.725
9790,46.50115137,134.29487818,133.087,133.087,489500,50,-0.856,-1.71229,-0.98097,-1.71229,338.725
9791,46.50157039,134.29464114,132.231,132.231,489550,50,-0.856,-1.71229,-0.98097,-1.71229,338.725
9792,46.5019894,134.2944041,131.375,131.375,489600,50,-0.856,-1.71229,-0.98097,-1.71229,338.724
9793,46.50240841,134.29416706,130.519,130.519,489650,50,-0.856,-1.71229,-0.98097,-1.71229,338.724
9794,46.50282743,134.29393002,129.662,129.662,489700,50,-0.856,-1.71229,-0.98097,-1.71229,338.724
9795,46.50324644,134.29369297,128.806,128.806,489750,50,-0.856,-1.71229,-0.98097,-1.71229,338.724
9796,46.50366545,134.29345591,127.95,127.95,489800,50,-0.856,-1.71229,-0.98097,-1.71229,338.724
9797,46.50408446,134.29321885,127.094,127.094,489850,50,-0.856,-1.71229,-0.98097,-1.71229,338.724
9798,46.50450347,134.29298179,126.238,126.238,489900,50,-0.856,-1.71229,-0.98097,-1.71229,338.723
9799,46.50492248,134.29274473,125.382,125.382,489950,50,-0.856,-1.71229,-0.98097,-1.71229,338.723
9800,46.50534149,134.29250766,124.526,124.526,490000,50,-0.856,-1.71229,-0.98097,-1.71229,338.723
9801,46.5057605,134.29227059,123.669,123.669,490050,50,-0.856,-1.71229,-0.98097,-1.71229,338.723
9802,46.50617951,134.29203351,122.813,122.813,490100,50,-0.856,-1.71229,-0.98097,-1.71229,338.723
9803,46.50659852,134.29179643,121.957,121.957,490150,50,-0.856,-1.71229,-0.98097,-1.71229,338.723
9804,46.50701753,134.29155935,121.101,121.101,490200,50,-0.856,-1.71229,-0.98097,-1.71229,338.722
9805,46.50743653,134.29132226,120.245,120.245,490250,50,-0.856,-1.71229,-0.98097,-1.71229,338.722
9806,46.50785554,134.29108517,119.389,119.389,490300,50,-0.856,-1.71229,-0.98097,-1.71229,338.722
9807,46.50827455,134.29084808,118.533,118.533,490350,50,-0.856,-1.71229,-0.98097,-1.71229,338.722
9808,46.50869355,134.29061098,117.676,117.676,490400,50,-0.856,-1.71229,-0.98097,-1.71229,338.722
9809,46.50911256,134.29037388,116.82,116.82,490450,50,-0.856,-1.71229,-0.98097,-1.71229,338.722
9810,46.50953156,134.29013678,115.964,115.964,490500,50,-0.856,-1.71229,-0.98097,-1.71229,338.721
9811,46.50995057,134.28989967,115.108,115.108,490550,50,-0.856,-1.71229,-0.98097,-1.71229,338.721
9812,46.51036957,134.28966256,114.252,114.252,490600,50,-0.856,-1.71229,-0.98097,-1.71229,338.721
9813,46.51078858,134.28942544,113.396,113.396,490650,50,-0.856,-1.71229,-0.98097,-1.71229,338.721
9814,46.51120758,134.28918832,112.54,112.54,490700,50,-0.856,-1.71229,-0.98097,-1.71229,338.721
9815,46.51162658,134.2889512,111.683,111.683,490750,50,-0.856,-1.71229,-0.98097,-1.71229,338.72
9816,46.51204558,134.28871407,110.827,110.827,490800,50,-0.856,-1.71229,-0.98097,-1.71229,338.72
9817,46.51246459,134.28847694,109.971,109.971,490850,50,-0.856,-1.71229,-0.98097,-1.71229,338.72
9818,46.51288359,134.28823981,109.115,109.115,490900,50,-0.856,-1.71229,-0.98097,-1.71229,338.72
9819,46.51330259,134.28800267,108.259,108.259,490950,50,-0.856,-1.71229,-0.98097,-1.71229,338.72
9820,46.51372159,134.28776553,107.403,107.403,491000,50,-0.856,-1.71229,-0.98097,-1.71229,338.72
9821,46.51414059,134.28752838,106.547,106.547,491050,50,-0.856,-1.71229,-0.98097,-1.71229,338.719
9822,46.51455959,134.28729123,105.69,105.69,491100,50,-0.856,-1.71229,-0.98097,-1.71229,338.719
9823,46.51497858,134.28705408,104.834,104.834,491150,50,-0.856,-1.71229,-0.98097,-1.71229,338.719
9824,46.51539758,134.28681693,103.978,103.978,491200,50,-0.856,-1.71229,-0.98097,-1.71229,338.719
9825,46.51581658,134.28657977,103.122,103.122,491250,50,-0.856,-1.71229,-0.98097,-1.71229,338.719
9826,46.51623558,134.2863426,102.266,102.266,491300,50,-0.856,-1.71229,-0.98097,-1.71229,338.719
9827,46.51665457,134.28610544,101.41,101.41,491350,50,-0.856,-1.71229,-0.98097,-1.71229,338.718
9828,46.51707357,134.28586827,100.554,100.554,491400,50,-0.856,-1.71229,-0.98097,-1.71229,338.718
9829,46.51749257,134.28563109,99.697,99.697,491450,50,-0.856,-1.71229,-0.98097,-1.71229,338.718
9830,46.51791156,134.28539391,98.841,98.841,491500,50,-0.856,-1.71229,-0.98097,-1.71229,338.718
9831,46.51833056,134.28515673,97.985,97.985,491550,50,-0.856,-1.71229,-0.98097,-1.71229,338.718
9832,46.51874955,134.28491955,97.129,97.129,491600,50,-0.856,-1.71229,-0.98097,-1.71229,338.718
9833,46.51916854,134.28468236,96.273,96.273,491650,50,-0.856,-1.71229,-0.98097,-1.71229,338.717
9834,46.51958754,134.28444516,95.417,95.417,491700,50,-0.856,-1.71229,-0.98097,-1.71229,338.717
9835,46.52000653,134.28420797,94.56,94.56,491750,50,-0.856,-1.71229,-0.98097,-1.71229,338.717
9836,46.52042552,134.28397077,93.704,93.704,491800,50,-0.856,-1.71229,-0.98097,-1.71229,338.717
9837,46.52084451,134.28373356,92.848,92.848,491850,50,-0.856,-1.71229,-0.98097,-1.71229,338.717
9838,46.52126351,134.28349636,91.992,91.992,491900,50,-0.856,-1.71229,-0.98097,-1.71229,338.717
9839,46.5216825,134.28325915,91.136,91.136,491950,50,-0.856,-1.71229,-0.98097,-1.71229,338.716
9840,46.52210149,134.28302193,90.28,90.28,492000,50,-0.856,-1.71229,-0.98097,-1.71229,338.716
9841,46.52252048,134.28278471,89.424,89.424,492050,50,-0.856,-1.71229,-0.98097,-1.71229,338.716
9842,46.52293947,134.28254749,88.567,88.567,492100,50,-0.856,-1.71229,-0.98097,-1.71229,338.716
9843,46.52335845,134.28231027,87.711,87.711,492150,50,-0.856,-1.71229,-0.98097,-1.71229,338.716
9844,46.52377744,134.28207304,86.855,86.855,492200,50,-0.856,-1.71229,-0.98097,-1.71229,338.715
9845,46.52419643,134.2818358,85.999,85.999,492250,50,-0.856,-1.71229,-0.98097,-1.71229,338.715
9846,46.52461542,134.28159857,85.143,85.143,492300,50,-0.856,-1.71229,-0.98097,-1.71229,338.715
9847,46.5250344,134.28136133,84.287,84.287,492350,50,-0.856,-1.71229,-0.98097,-1.71229,338.715
9848,46.52545339,134.28112408,83.431,83.431,492400,50,-0.856,-1.71229,-0.98097,-1.71229,338.715
9849,46.52587238,134.28088684,82.574,82.574,492450,50,-0.856,-1.71229,-0.98097,-1.71229,338.715
9850,46.52629136,134.28064959,81.718,81.718,492500,50,-0.856,-1.71229,-0.98097,-1.71229,338.714
9851,46.52671035,134.28041233,80.862,80.862,492550,50,-0.856,-1.71229,-0.98097,-1.71229,338.714
9852,46.52712933,134.28017507,80.006,80.006,492600,50,-0.856,-1.71229,-0.98097,-1.71229,338.714
9853,46.52754832,134.27993781,79.15,79.15,492650,50,-0.856,-1.71229,-0.98097,-1.71229,338.714
9854,46.5279673,134.27970054,78.294,78.294,492700,50,-0.856,-1.71229,-0.98097,-1.71229,338.714
9855,46.52838628,134.27946327,77.438,77.458,492750,50,-0.856,-1.71229,-0.98097,-1.6708,338.714
9856,46.52880526,134.279226,76.581,76.654,492800,50,-0.856,-1.71229,-0.98097,-1.60899,338.713
9857,46.52922312,134.2789846,75.829,75.88,492850,50,-0.752,-1.50483,-0.86214,-1.54717,338.324
9858,46.52964043,134.27874117,75.127,75.246,492900,50,-0.702,-1.40323,-0.80394,-1.26855,338.134
9859,46.53005774,134.27849774,74.426,74.918,492950,50,-0.702,-1.40323,-0.80394,-0.65522,338.133
9860,46.53047552,134.27825603,74.266,74.753,493000,50,-0.16,-0.31918,-0.18287,-0.33161,338.296
9861,46.53089403,134.27801698,74.943,74.764,493050,50,0.677,1.35439,0.77596,0.0226,338.547
9862,46.5313109,134.27777198,75.0,75.015,493100,50,0.057,0.11318,0.06485,0.50264,337.986
9863,46.53172497,134.27751721,75.184,75.339,493150,50,0.184,0.36786,0.21077,0.64782,337.058
9864,46.53213683,134.27725489,75.682,75.55,493200,50,0.498,0.99694,0.57118,0.42183,336.339
9865,46.53253329,134.27694774,75.886,75.708,493250,50,0.203,0.40672,0.23303,0.31662,331.944
9866,46.53292499,134.27662674,75.998,75.837,493300,50,0.112,0.22447,0.12861,0.25665,330.588
9867,46.53330304,134.27627289,75.792,75.88,493350,50,-0.206,-0.41288,-0.23656,0.08704,327.222
9868,46.53367193,134.27589964,75.826,76.039,493400,50,0.034,0.06803,0.03898,0.31854,325.159
9869,46.53402179,134.27548953,75.9,76.24,493450,50,0.074,0.14887,0.0853,0.4008,321.118
9870,46.53435124,134.27504471,76.682,76.482,493500,50,0.782,1.56422,0.89616,0.48338,317.114
9871,46.5346816,134.27460138,77.0,76.716,493550,50,0.318,0.63578,0.36427,0.46977,317.288
9872,46.53501529,134.27416323,77.0,76.936,493600,50,0.0,0.0,0.0,0.44,317.911
9873,46.53534898,134.27372509,77.0,77.0,493650,50,0.0,0.0,0.0,0.12716,317.91
9874,46.53568267,134.27328693,77.0,76.698,493700,50,0.0,0.0,0.0,-0.60339,317.91
9875,46.53601693,134.27284969,77.0,76.064,493750,50,0.0,0.0,0.0,-1.26887,318.018
9876,46.53635335,134.27241599,75.492,75.168,493800,50,-1.508,-3.01696,-1.72807,-1.79118,318.433
9877,46.53669101,134.27198431,73.828,74.012,493850,50,-1.664,-3.32738,-1.90575,-2.31348,318.671
9878,46.53702855,134.27155243,72.522,72.772,493900,50,-1.306,-2.61154,-1.49596,-2.47896,318.648
9879,46.53736609,134.27112054,71.216,71.787,493950,50,-1.306,-2.61154,-1.49596,-1.9702,318.647
9880,46.53770092,134.27068422,70.803,71.087,494000,50,-0.414,-0.82737,-0.47404,-1.39935,318.128
9881,46.53803521,134.27024703,70.566,70.601,494050,50,-0.237,-0.47316,-0.2711,-0.97168,318.025
9882,46.5383695,134.26980982,70.329,70.22,494100,50,-0.237,-0.47316,-0.2711,-0.7638,318.024
9883,46.53870379,134.26937261,70.093,69.22,494150,50,-0.237,-0.47316,-0.2711,-1.99969,318.024
9884,46.53902771,134.26891955,69.307,67.885,494200,50,-0.786,-1.57216,-0.90071,-2.67039,316.108
9885,46.53934444,134.26845552,65.803,66.523,494250,50,-3.503,-7.0068,-4.00805,-2.72237,314.778
9886,46.53965757,134.26798641,63.89,65.136,494300,50,-1.913,-3.82664,-2.19143,-2.77436,314.14
9887,46.53996621,134.267511,63.524,63.875,494350,50,-0.367,-0.7331,-0.42003,-2.52271,313.344
9888,46.54027484,134.26703558,63.157,63.314,494400,50,-0.367,-0.7331,-0.42003,-1.12135,313.344
9889,46.54058772,134.26656612,63.0,63.136,494450,50,-0.157,-0.31392,-0.17986,-0.35602,314.097
9890,46.54090505,134.26610297,63.0,63.031,494500,50,0.0,0.0,0.0,-0.2094,314.887
9891,46.54122518,134.2656439,63.0,63.0,494550,50,0.0,0.0,0.0,-0.06278,315.394
9892,46.54154532,134.26518482,63.0,63.0,494600,50,0.0,0.0,0.0,0.0,315.394
9893,46.54186545,134.26472574,63.0,63.0,494650,50,0.0,0.0,0.0,0.0,315.393
9894,46.54218558,134.26426665,63.0,63.0,494700,50,0.0,0.0,0.0,0.0,315.393
9895,46.54250571,134.26380756,63.0,63.0,494750,50,0.0,0.0,0.0,0.0,315.393
9896,46.54282583,134.26334846,63.0,63.026,494800,50,0.0,0.0,0.0,0.05123,315.392
9897,46.54314596,134.26288935,63.0,63.101,494850,50,0.0,0.0,0.0,0.15058,315.392
9898,46.54346535,134.26242918,63.128,63.226,494900,50,0.128,0.25615,0.14677,0.24992,315.26
9899,46.54378407,134.261968,63.376,63.4,494950,50,0.248,0.49673,0.2846,0.34927,315.136
9900,46.54410278,134.26150681,63.625,63.625,495000,50,0.248,0.49673,0.2846,0.44861,315.136
9901,46.54442148,134.26104562,63.873,63.873,495050,50,0.248,0.49673,0.2846,0.49673,315.136
9902,46.54474019,134.26058442,64.122,64.122,495100,50,0.248,0.49673,0.2846,0.49673,315.135
9903,46.54505889,134.26012321,64.37,64.37,495150,50,0.248,0.49673,0.2846,0.49673,315.135
9904,46.5453776,134.259662,64.618,64.618,495200,50,0.248,0.49673,0.2846,0.49673,315.135
9905,46.5456963,134.25920079,64.867,64.867,495250,50,0.248,0.49673,0.2846,0.49673,315.134
9906,46.546015,134.25873957,65.115,65.115,495300,50,0.248,0.49673,0.2846,0.49673,315.134
9907,46.54633369,134.25827834,65.363,65.363,495350,50,0.248,0.49673,0.2846,0.49673,315.134
9908,46.54665239,134.25781711,65.612,65.612,495400,50,0.248,0.49673,0.2846,0.49673,315.133
